No,Number Per One Dimension,Gender,Size,Width of shoulders,Vertical distance between shoulderes and table surface (shoulder normal),Vertical distance between shoulderes and table surface (round shoulder),Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Vertical distance between Chair and the ground,Horizational Distance (CM),Horizontal distance between eyes and head posture device,Shoulder Posture ,Head Posture,Sensor 1,Sensor 2 ,Sensor 3,Sensor 4
4064,44,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,863,864,874,691
4065,45,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,862,865,868,672
4066,46,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,866,855,868,685
4067,47,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,873,862,879,680
4068,48,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,875,858,884,666
4069,49,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,875,854,868,662
4070,50,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,872,851,867,692
4071,51,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,867,845,878,683
4072,52,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,871,844,873,679
4073,53,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,869,866,876,688
4074,54,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,868,834,869,699
4075,55,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,868,847,879,654
4076,56,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,877,862,875,686
4077,57,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,861,851,866,687
4078,58,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,870,842,867,698
4079,59,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,869,862,890,687
4080,60,Male,L,44,37,35,54,48,48,80,78,Acceptable Round Shoulder,Neck Extension,870,848,877,697
4081,1,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),868,812,878,656
4082,2,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),883,783,880,666
4083,3,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),884,778,879,676
4084,4,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),875,772,882,683
4085,5,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),865,771,874,693
4086,6,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),889,762,883,666
4087,7,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),880,781,880,671
4088,8,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),877,764,878,680
4089,9,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),880,768,882,677
4090,10,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),880,786,883,659
4091,11,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),876,773,900,684
4092,12,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),874,779,880,687
4093,13,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),890,776,880,676
4094,14,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),883,779,876,674
4095,15,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),862,771,881,667
4096,16,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),882,773,884,687
4097,17,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),891,768,885,679
4098,18,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),887,767,893,694
4099,19,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),880,785,888,688
4100,20,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),885,775,871,674
4101,21,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),884,758,883,666
4102,22,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),878,764,879,662
4103,23,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),883,781,875,667
4104,24,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),872,780,875,656
4105,25,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),881,768,877,678
4106,26,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),867,765,880,658
4107,27,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),871,773,876,684
4108,28,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),868,763,877,681
4109,29,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),873,786,881,668
4110,30,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),869,773,877,690
4111,31,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),873,760,877,691
4112,32,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),882,754,866,707
4113,33,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),882,758,877,696
4114,34,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),884,756,877,691
4115,35,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),866,763,882,685
4116,36,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),882,757,878,691
4117,37,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),878,753,889,689
4118,38,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),866,770,879,685
4119,39,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),879,774,877,669
4120,40,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),875,760,884,688
4121,41,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),876,764,881,668
4122,42,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),888,771,875,680
4123,43,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),875,790,873,682
4124,44,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),877,759,883,675
4125,45,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),885,764,874,697
4126,46,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),880,757,886,699
4127,47,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),875,776,873,689
4128,48,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),871,759,881,701
4129,49,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),871,752,893,671
4130,50,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),883,773,884,683
4131,51,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),877,751,874,674
4132,52,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),873,782,874,689
4133,53,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),870,751,878,665
4134,54,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),872,752,884,659
4135,55,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),875,771,878,685
4136,56,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),872,760,862,704
4137,57,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),870,768,871,680
4138,58,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),871,771,873,691
4139,59,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),865,750,875,675
4140,60,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Extreme),879,751,876,672
4141,1,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),881,795,878,697
4142,2,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),879,812,876,703
4143,3,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),879,805,884,685
4144,4,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),874,815,881,677
4145,5,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),871,825,875,694
4146,6,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),879,808,878,678
4147,7,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),879,821,879,663
4148,8,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),881,836,867,690
4149,9,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),879,805,890,652
4150,10,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),881,808,878,681
4151,11,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),889,818,891,679
4152,12,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),873,806,886,691
4153,13,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),883,803,879,677
4154,14,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),885,797,869,674
4155,15,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),886,815,872,686
4156,16,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),862,805,887,675
4157,17,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),872,804,879,683
4158,18,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),877,808,882,676
4159,19,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),879,810,871,670
4160,20,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),877,812,879,680
4161,21,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),873,810,876,698
4162,22,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),875,804,869,686
4163,23,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),879,806,877,690
4164,24,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),877,821,873,698
4165,25,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),879,791,873,690
4166,26,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),886,788,876,678
4167,27,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),882,783,880,684
4168,28,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),875,786,875,696
4169,29,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),879,805,869,689
4170,30,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),882,832,876,688
4171,31,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),872,795,879,659
4172,32,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),875,797,875,671
4173,33,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),882,803,876,673
4174,34,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),879,795,874,688
4175,35,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),872,806,872,654
4176,36,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),876,785,887,666
4177,37,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),876,801,870,693
4178,38,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),873,812,879,658
4179,39,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),884,789,890,684
4180,40,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),877,810,878,661
4181,41,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),878,795,867,673
4182,42,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),872,808,870,695
4183,43,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),873,784,886,683
4184,44,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),877,801,880,690
4185,45,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),877,793,867,709
4186,46,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),880,799,877,687
4187,47,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),873,805,876,676
4188,48,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),880,789,888,688
4189,49,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),880,801,868,693
4190,50,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),876,805,879,686
4191,51,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),880,792,865,696
4192,52,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),876,793,873,670
4193,53,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),887,789,875,687
4194,54,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),873,813,876,680
4195,55,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),872,799,884,661
4196,56,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),878,802,878,695
4197,57,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),882,813,882,667
4198,58,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),870,801,881,676
4199,59,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),872,795,877,680
4200,60,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Poking Chin (Acceptable),868,806,880,689
4201,1,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),875,814,881,692
4202,2,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),877,800,877,673
4203,3,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),881,822,874,673
4204,4,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),876,841,883,686
4205,5,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),876,847,871,671
4206,6,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),880,854,876,686
4207,7,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),879,822,877,657
4208,8,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),869,859,877,693
4209,9,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),876,851,875,680
4210,10,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),877,859,869,673
4211,11,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),874,868,884,685
4212,12,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),864,860,874,680
4213,13,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),885,860,890,679
4214,14,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),876,854,869,661
4215,15,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),883,832,877,693
4216,16,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),882,840,879,677
4217,17,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),885,857,867,668
4218,18,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),873,833,879,701
4219,19,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),878,860,875,684
4220,20,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),886,862,876,679
4221,21,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),873,880,874,671
4222,22,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),874,826,866,680
4223,23,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),873,847,889,693
4224,24,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),874,848,874,692
4225,25,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),877,844,884,679
4226,26,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),874,837,875,671
4227,27,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),870,854,875,659
4228,28,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),870,841,863,676
4229,29,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),877,841,876,677
4230,30,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),890,847,877,681
4231,31,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),878,859,874,673
4232,32,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),876,846,875,690
4233,33,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),878,856,867,694
4234,34,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),882,850,874,668
4235,35,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),877,845,876,672
4236,36,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),878,845,876,667
4237,37,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),877,829,882,671
4238,38,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),872,845,872,687
4239,39,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),860,812,876,672
4240,40,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),876,846,857,686
4241,41,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),878,823,874,680
4242,42,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),868,838,870,679
4243,43,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),878,849,876,662
4244,44,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),861,835,883,674
4245,45,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),864,831,874,687
4246,46,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),883,861,877,679
4247,47,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),886,842,881,657
4248,48,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),867,842,867,680
4249,49,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),868,852,875,684
4250,50,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),872,838,878,671
4251,51,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),867,859,874,668
4252,52,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),871,837,867,683
4253,53,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),886,834,868,683
4254,54,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),863,849,886,669
4255,55,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),879,854,877,697
4256,56,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),878,863,875,668
4257,57,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),879,844,875,675
4258,58,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),875,853,884,692
4259,59,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),870,829,876,671
4260,60,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neutral Position(Best Position),875,841,879,689
4261,1,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,871,854,881,672
4262,2,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,869,861,871,676
4263,3,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,872,866,867,658
4264,4,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,867,881,880,649
4265,5,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,873,875,874,680
4266,6,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,878,866,871,671
4267,7,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,883,882,871,667
4268,8,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,885,874,882,678
4269,9,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,888,887,890,658
4270,10,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,872,859,883,671
4271,11,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,872,875,879,672
4272,12,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,875,851,877,690
4273,13,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,872,882,875,667
4274,14,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,877,882,876,697
4275,15,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,879,895,875,668
4276,16,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,874,870,881,667
4277,17,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,880,897,864,682
4278,18,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,878,876,856,689
4279,19,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,876,876,875,679
4280,20,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,883,865,886,688
4281,21,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,866,887,873,690
4282,22,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,872,898,867,682
4283,23,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,873,888,893,684
4284,24,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,890,908,885,674
4285,25,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,888,906,873,698
4286,26,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,875,898,885,689
4287,27,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,890,906,878,669
4288,28,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,885,896,885,655
4289,29,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,891,900,879,663
4290,30,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,878,890,887,668
4291,31,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,883,900,887,674
4292,32,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,883,882,886,692
4293,33,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,885,899,889,696
4294,34,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,884,902,887,661
4295,35,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,887,893,877,685
4296,36,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,880,904,879,680
4297,37,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,885,886,890,678
4298,38,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,879,908,888,671
4299,39,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,892,904,870,667
4300,40,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,892,903,883,681
4301,41,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,878,885,878,680
4302,42,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,885,897,883,678
4303,43,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,875,884,889,687
4304,44,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,889,901,884,655
4305,45,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,889,899,881,677
4306,46,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,879,905,884,663
4307,47,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,880,889,876,687
4308,48,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,878,903,886,690
4309,49,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,886,906,879,681
4310,50,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,874,902,880,690
4311,51,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,877,909,891,687
4312,52,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,872,902,883,685
4313,53,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,875,877,889,666
4314,54,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,886,917,878,677
4315,55,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,895,900,895,672
4316,56,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,877,901,882,667
4317,57,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,892,911,878,660
4318,58,Male,L,44,37,35,54,48,48,80,78,Normal Shoulder,Neck Extension,888,902,884,658
